round,region_bl,stud_sex_bl,school_name_bl,treatment,stud_level_baseline,stud_level_endline,innumeracy_bl,innumeracy_el,numeracy_bl,numeracy_el,learned_new_operation,level_diff,facilitator_id_bl
R5,Kgatleng,Female,Linchwe,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10113
R5,South East,Female,Batlokwa,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10127
R5,North East,Male,Themashanga,Caregiver Discouraged,Addition,,Can at least add,,Cannot divide,,,,10059
R5,South East,Male,Tsogang,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10088
R5,North East,Female,Masunga,Caregiver Discouraged,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,10033
R5,South East,Male,Tlhabologo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10014
R5,South East,Male,Ben Thema,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10127
R5,North East,Male,Malambakwena,Caregiver Discouraged,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10059
R5,Kgatleng,Male,Segale,Caregiver Choice,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10157
R5,South East,Female,Ithuteng,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10166
R5,North East,Male,Lekgaba,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10059
R5,North East,Male,Jackalas No.1,Caregiver Discouraged,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10056
R5,Kgatleng,Female,Isang,Caregiver Discouraged,,,,,,,,,10149
R5,South East,Female,Bosele,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10127
R5,North East,Female,Siviya,Caregiver Choice,Addition,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10168
R5,Kgatleng,Male,Linchwe,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,10033
R5,North East,Female,Nyangabwe,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10133
R5,North East,Female,Matsiloje,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10157
R5,Kgatleng,Male,Phaphane,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10097
R5,North East,Female,Zwenshambe,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10092
R5,North East,Female,Aerodrome,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10167
R5,North East,Male,Zwenshambe,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10092
R5,South East,Male,Phase 1V,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10114
R5,South East,Female,Ithuteng,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10166
R5,Kgatleng,Male,Rasesa,Caregiver Discouraged,Division,,Can at least add,,Can divide,,,,10027
R5,North East,Male,Nyangabwe,Caregiver Discouraged,,Subtraction,,Can at least add,,Cannot divide,,,10141
R5,Other,Male,Parakarungu,Caregiver Choice,Beginner,Subtraction,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10067
R5,North East,Male,Mahudiri,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10037
R5,South East,Female,Themashanga,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10021
R5,Kgatleng,Male,Borakalalo,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10171
R5,South East,Female,Taung,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10166
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10097
R5,Other,Female,Seboko,Caregiver Discouraged,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10134
R5,Other,Female,Parakarungu,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,10065
R5,North East,Male,Tatitown,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10067
R5,North East,Male,Tsamaya,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10157
R5,North East,Male,Matsiloje,Caregiver Discouraged,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10002
R5,Other,Female,Kazungula,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10168
R5,North East,Female,Masunga,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10157
R5,South East,Female,Tlhabologo,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10114
R5,Kgatleng,Female,Mmusi,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,10088
R5,South East,Female,Tsogang,Caregiver Discouraged,Addition,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10147
R5,Kgatleng,Female,Borakalalo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10171
R5,North East,Male,Makaleng,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10114
R5,North East,Female,Aerodrome,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10127
R5,North East,Male,Masunga,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,10097
R5,Kgatleng,Female,Phaphane,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10166
R5,North East,Male,Themashanga,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10126
R5,North East,Male,Matsiloje,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10033
R5,South East,Male,Tsogang,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10161
R5,South East,Male,Ithuteng,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10027
R5,North East,Male,Mokaleng,Caregiver Choice,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10056
R5,Kgatleng,Male,Segale,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10056
R5,South East,Female,Taung,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10139
R5,South East,Male,Diphetogo,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10149
R5,Kgatleng,Female,Rasesa,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10059
R5,Other,Female,Kazungula,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10088
R5,South East,Female,Itumeleng,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10097
R5,South East,Male,Ithuteng,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10086
R5,Other,Female,St. Peter'S,Caregiver Choice,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10157
R5,South East,Male,Segoditshane,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10134
R5,North East,Female,Phatsimo,Caregiver Discouraged,Subtraction,,Can at least add,,Cannot divide,,,,10170
R5,South East,Male,Tsogang,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10067
R5,South East,Male,Thabologo,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10086
R5,North East,Female,Vukwi,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10123
R5,North East,Female,Bugalo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10127
R5,North East,Male,Makaleng,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10008
R5,Other,Male,Kazungula,Caregiver Discouraged,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10067
R5,South East,Male,Boitumelo (South East),Caregiver Choice,Division,Beginner,Can at least add,Cannot add,Can divide,Cannot divide,No,Regressed,10153
R5,Other,Male,Mabele,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10088
R5,South East,Female,Baratani,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10112
R5,Kgatleng,Male,Mmadipamo,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10014
R5,Kgatleng,Female,Mmadipamo,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10038
R5,Kgatleng,Female,Phaphane,Caregiver Choice,,Multiplication,,Can at least add,,Cannot divide,,,10027
R5,South East,Female,Tlhabologo,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10056
R5,North East,Female,Masunga,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10142
R5,North East,Male,Zwenshambe,Caregiver Discouraged,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10141
R5,Kgatleng,Male,Phaphane,Caregiver Discouraged,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10140
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,,Division,,Can at least add,,Can divide,,,10157
R5,Kgatleng,Female,Kgoro,Caregiver Discouraged,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10142
R5,North East,Male,Jackalas No.1,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10139
R5,Kgatleng,Female,Isang,Caregiver Choice,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10173
R5,Kgatleng,Male,Mmusi,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10147
R5,Kgatleng,Male,Mmusi,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,10066
R5,North East,Male,Lekgaba,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,10037
R5,North East,Male,Makaleng,Caregiver Discouraged,,Subtraction,,Can at least add,,Cannot divide,,,10144
R5,North East,Male,Raditladi,Caregiver Discouraged,Subtraction,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,10133
R5,Other,Male,Bogatsu,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10171
R5,North East,Male,Aerodrome,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10171
R5,South East,Male,Itumeleng,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10092
R5,Kgatleng,Female,Bonatla,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10171
R5,North East,Male,Matshelagabedi,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10147
R5,North East,Male,Tagala,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10066
R5,North East,Male,,Caregiver Discouraged,,Multiplication,,Can at least add,,Cannot divide,,,10154
R5,North East,Female,Mahube,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10171
R5,Other,Female,Tamocha,Caregiver Discouraged,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10142
R5,North East,Female,Aerodrome,,Division,,Can at least add,,Can divide,,,,10167
R5,Kgatleng,Male,Ntshinoge,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10160
R5,Kgatleng,Female,Segale,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10106
R5,Kgatleng,Male,Rasesa,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10014
R5,North East,Male,Bugalo,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10112
R5,Kgatleng,Female,Segale,Caregiver Discouraged,,Multiplication,,Can at least add,,Cannot divide,,,10154
R5,South East,Female,Therisanyo,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10115
R5,North East,Female,Mokaleng,Caregiver Discouraged,,Division,,Can at least add,,Can divide,,,10054
R5,North East,Male,Matsiloje,Caregiver Choice,,Division,,Can at least add,,Can divide,,,10067
R5,Other,Male,Mabele,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10161
R5,Kgatleng,Male,Linchwe,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10002
R5,Kgatleng,Male,Lady-Mitchison,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10056
R5,North East,Male,Masunga,Caregiver Discouraged,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10114
R5,Kgatleng,Male,Segale,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10067
R5,South East,Male,Ikaneng,Caregiver Discouraged,Addition,,Can at least add,,Cannot divide,,,,10149
R5,Kgatleng,Male,Our Lady Of The Carmel,Caregiver Choice,,Multiplication,,Can at least add,,Cannot divide,,,10027
R5,South East,Female,Ithuteng,Caregiver Discouraged,,Multiplication,,Can at least add,,Cannot divide,,,10154
R5,Kgatleng,Male,Mmadipamo,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10088
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10149
R5,North East,Female,Makaleng,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10033
R5,North East,Male,Ntshe,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10166
R5,South East,Male,Therisanyo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10126
R5,Other,Male,Kasane,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10167
R5,South East,Male,Ithuteng,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10114
R5,North East,Female,Masunga,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10038
R5,South East,Female,Taung,Caregiver Discouraged,Addition,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10106
R5,Kgatleng,Male,Boikhutso,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10092
R5,North East,Female,Monarch,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10027
R5,South East,Male,Tlhabologo,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10002
R5,Other,Female,Kazungula,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10166
R5,North East,Male,Nyangabwe,Caregiver Discouraged,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10088
R5,North East,Female,Makaleng,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10147
R5,North East,Female,Ntshe,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10170
R5,South East,Male,Ithuteng,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10167
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,10008
R5,Kgatleng,Male,Lady-Mitchison,Caregiver Discouraged,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10054
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10113
R5,Kgatleng,Female,Kgafela,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10064
R5,North East,Female,Aerodrome,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10171
R5,Kgatleng,Female,Isang,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10115
R5,Kgatleng,Female,Raditladi,Caregiver Choice,Multiplication,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,10065
R5,North East,Female,Phatsimo,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10008
R5,North East,Male,Tshesebe,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10081
R5,North East,Female,Sebina,Caregiver Discouraged,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10086
R5,Other,Female,Kazungula,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10134
R5,North East,Female,Satellite,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10067
R5,North East,Female,Mahudiri,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10045
R5,South East,Female,Baratani,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10112
R5,South East,Female,Ledumang,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10157
R5,South East,Male,Tsogang,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10157
R5,North East,Male,,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10161
R5,North East,Female,Mokaleng,Caregiver Discouraged,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,10054
R5,North East,Female,Makaleng,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10086
R5,North East,Female,Mokaleng,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10008
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10134
R5,North East,Female,Kazungula,Caregiver Choice,,Multiplication,,Can at least add,,Cannot divide,,,10160
R5,Kgatleng,Male,Mmusi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10142
R5,Kgatleng,Female,Bakwena,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10171
R5,Kgatleng,Female,Kgafela,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10166
R5,Kgatleng,Female,Phaphane,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10045
R5,North East,Male,Matsiloje,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10056
R5,North East,Male,Nyangabwe,Caregiver Discouraged,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10139
R5,North East,Female,Makaleng,Caregiver Discouraged,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10037
R5,Kgatleng,Female,Selolwanne,Caregiver Discouraged,,Division,,Can at least add,,Can divide,,,10157
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Choice,Addition,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,10088
R5,North East,Female,Themashanga,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10014
R5,North East,Female,Pelotshwana,Caregiver Choice,,Division,,Can at least add,,Can divide,,,10157
R5,North East,Female,Satellite,Caregiver Discouraged,Subtraction,,Can at least add,,Cannot divide,,,,10133
R5,Other,Female,Mabele,Caregiver Choice,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10134
R5,Kgatleng,Male,Aerodrome,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10092
R5,North East,Male,Nyangabwe,Caregiver Discouraged,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10059
R5,Other,Male,Kazungula,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10168
R5,Kgatleng,Male,Lady-Mitchison,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10081
R5,North East,Male,Segale,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10021
R5,North East,Female,Nyangabwe,Caregiver Choice,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10027
R5,South East,Female,Ithuteng,Caregiver Discouraged,,Division,,Can at least add,,Can divide,,,10027
R5,Other,Female,,Caregiver Choice,,Division,,Can at least add,,Can divide,,,10126
R5,Other,Male,Kazungula,Caregiver Discouraged,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10147
R5,South East,Female,Boitshoko,Caregiver Choice,Beginner,Addition,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10112
R5,North East,Female,Masunga,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10027
R5,North East,Male,Tshesebe,Caregiver Discouraged,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10113
R5,North East,Male,Tshesebe,Caregiver Discouraged,Multiplication,,Can at least add,,Cannot divide,,,,10153
R5,North East,Male,Vukwi,Caregiver Discouraged,Division,,Can at least add,,Can divide,,,,10166
R5,Kgatleng,Female,Lady-Mitchison,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10067
R5,North East,Female,Tshesebe,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10133
R5,South East,Male,Ithuteng,Caregiver Discouraged,Division,,Can at least add,,Can divide,,,,10045
R5,Kgatleng,Female,Rasesa,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10081
R5,North East,Male,Mulambakwena,Caregiver Discouraged,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10114
R5,North East,Female,Pelotshwana,Caregiver Choice,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10171
R5,South East,Male,Matsiloje,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,10065
R5,North East,Male,Kgaphamadi,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,10112
R5,Kgatleng,Female,Mmusi,Caregiver Discouraged,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,10153
R5,North East,Male,Aerodrome,Caregiver Choice,Division,,Can at least add,,Can divide,,,,10160
R5,Kgatleng,Male,Mmadipamo,Caregiver Discouraged,,Division,,Can at least add,,Can divide,,,10166
R5,Kgatleng,Male,Mmadipamo,Caregiver Choice,Division,Addition,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10160
R5,North East,Male,Themashanga,Caregiver Discouraged,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10114
R5,Kgatleng,Male,Mmadipamo,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,10088
R5,South East,Female,Ithuteng,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,10038
R5,South East,Male,Taung,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,10104
R5,Kgatleng,Male,Mmusi,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10014
R5,North East,Male,Jackalas No.1,Caregiver Choice,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10171
R5,North East,Female,,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,10126
R5,Kgatleng,Female,Kgafela,Caregiver Choice,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,10167
R5,North East,Female,Themashanga,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10157
R5,Kgatleng,Female,Rasesa,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,10114
R5,North East,Female,Aerodrome,Caregiver Discouraged,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,10171
R5,North East,Male,Matsiloje,Caregiver Discouraged,,,,,,,,,10054
R5,South East,Female,Ithuteng,Caregiver Choice,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,10054
R5,South East,Female,Therisanyo,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,10141
R5,South East,Female,Therisanyo,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,10173
